authfull,inst_name,cntry,np6019,np,firstyr,lastyr,rank (ns),nc9619 (ns),h19 (ns),hm19 (ns),nps (ns),ncs (ns),cpsf (ns),ncsf (ns),npsfl (ns),ncsfl (ns),c (ns),npciting (ns),cprat (ns),np6019 cited9619 (ns),np cited9619 (ns),self%,rank,nc9619,h19,hm19,nps,ncs,cpsf,ncsf,npsfl,ncsfl,c,npciting,cprat,np6019 cited9619,np cited9619,np6019_d,np_d,nc9619_d,sm-subfield-1,sm-subfield-1-frac,sm-subfield-2,sm-subfield-2-frac,sm-field,sm-field-frac,rank sm-subfield-1,rank sm-subfield-1 (ns),sm-subfield-1 count,top percentile,top percentile (ns),is_diaspora,academic_age,percentile_group
"Rigatos, G. A.",,,6,6,1979,1983,7757221,0,0,0.0,1,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,41,unknown
"Demetri, George",,,6,6,2008,2014,7757221,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,12,unknown
"Pefanis, G.",,,6,6,1970,1975,7757221,0,0,0.0,0,0,1,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,50,unknown
"Validakis, J.",,,6,6,1984,1984,7757221,0,0,0.0,3,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,36,unknown
"Sideris, George",Electronics,,6,6,1982,1987,7757221,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,38,unknown
"Liaras, A.",,,6,6,1970,1977,7757221,0,0,0.0,0,0,0,0,0,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,50,unknown
"THEODORIDES, J.",,,4,6,1959,1962,7757221,0,0,0.0,2,0,2,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,2,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,61,unknown
"Papaziogas, Th",,,6,6,1973,1980,7757221,0,0,0.0,0,0,2,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Papanastassiou, D.",,,6,6,1967,1979,7757221,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,53,unknown
"Kalaidzidis, O. V.",,,6,6,1987,1989,7757221,0,0,0.0,0,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,33,unknown
"Katsanis, T. A.",,,6,6,1968,1972,7757221,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,6,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,52,unknown
"Polimeros, George",,,6,6,1973,1983,7757221,0,0,0.0,5,0,6,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,6,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Papadimitriou, N.",,,6,6,1984,1987,7757221,0,0,0.0,1,0,2,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,2,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,36,unknown
"Aggelopoulos, A.",,,6,6,1971,1980,7757221,0,0,0.0,3,0,5,0,6,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,5,0,6,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,49,unknown
"Manoli, P.",,,6,6,1979,1986,7757221,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,41,unknown
"Maragoudakis, S.",,,6,6,1974,1976,7757221,0,0,0.0,0,0,0,0,0,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,0,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,46,unknown
"Zakopoulos, K. S.",,,5,5,1964,1968,7757221,0,0,0.0,0,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,56,unknown
"Protopapas, D. A.",ITT,,5,5,1980,1987,7757221,0,0,0.0,3,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,40,unknown
"Zoukos, I. B.",,,5,5,1967,1970,7757221,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,53,unknown
"GEORGIADES, N. I.",,,5,5,1961,1963,7757221,0,0,0.0,0,0,2,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Kizis, R. E.",International Business Machines,,5,5,1980,1984,7757221,0,0,0.0,1,0,4,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,4,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,40,unknown
"Kaparis, G.",,,5,5,1971,1978,7757221,0,0,0.0,0,0,1,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,49,unknown
"Apostolopoulos, A.",,,5,5,1970,1972,7757221,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,50,unknown
"Malgarinou, M.",,,5,5,1971,1991,7757221,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,49,unknown
"Antonas, Nicholas J.",Bechtel Natl Inc,,5,5,1983,1986,7757221,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,37,unknown
"Kotsis, L.",,,5,5,1979,1981,7757221,0,0,0.0,0,0,2,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,41,unknown
"Papathanassiou, Z.",,,5,5,1976,1979,7757221,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,44,unknown
"Amarantos, S.",,,5,5,1973,1977,7757221,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Tsitouris, G.",,,5,5,1977,1983,7757221,0,0,0.0,0,0,0,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,43,unknown
"Kontopidis, George",Sea Data Corp,,5,5,1986,1988,7757221,0,0,0.0,2,0,3,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,3,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,34,unknown
"Athanasopoulos, K.",,,5,5,1977,1979,7757221,0,0,0.0,1,0,2,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,2,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,43,unknown
"DIMAKIS, D.",,,3,5,1957,1962,7757221,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,63,unknown
"Charalampous, M. G.",,,5,5,1968,1973,7757221,0,0,0.0,3,0,3,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,3,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,52,unknown
"Tsakraklidis, B.",,,5,5,1978,1981,7757221,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,42,unknown
"LIARAS, M. C.",,,2,5,1956,1960,7757221,0,0,0.0,0,0,0,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,64,unknown
"Panayotopoulos, P.",,,5,5,1980,1981,7757221,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,40,unknown
"Mavridi, D. I.",,,5,5,1972,1988,7757221,0,0,0.0,0,0,1,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,48,unknown
"Kokkinos, D.",,,5,5,1973,1982,7757221,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Kottakis, G.",,,5,5,1961,1973,7757221,0,0,0.0,0,0,4,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,4,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Dounis, A.",,,5,5,1973,1976,7757221,0,0,0.0,0,0,0,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Dounas, D.",,,5,5,1960,1966,7757221,0,0,0.0,0,0,0,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,60,unknown
"Panagopoulos, K.",,,5,5,1961,1974,7757221,0,0,0.0,0,0,3,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Scaltsas, D.",,,5,5,1972,1977,7757221,0,0,0.0,1,0,2,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,2,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,48,unknown
"Kyriazopoulos, G. P.",,,5,5,1968,1976,7757221,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,52,unknown
"Papadopulos, T. F.",,,5,5,1961,1969,7757221,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"OIKONOMIDES, M. G.",,,5,5,1962,1964,7757221,0,0,0.0,4,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,58,unknown
"Dimarakis, B.",,,5,5,1961,1978,7757221,0,0,0.0,0,0,0,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Roussaki Danou, A.",,,5,5,1974,1982,7757221,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,46,unknown
"Zavos, P.",,,5,5,1977,1978,7757221,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,43,unknown
"Konstas, K.",,,5,5,1979,1980,7757221,0,0,0.0,1,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,41,unknown
"ANASTASOPOULOS, G. K.",,,5,5,1960,1963,7757221,0,0,0.0,0,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,60,unknown
"Tolikas, S.",,,5,5,1977,1979,7757221,0,0,0.0,0,0,1,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,43,unknown
"Papathanasiou, S.",,,5,5,1969,1973,7757221,0,0,0.0,4,0,4,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,4,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,51,unknown
"MAVROMMATIS, F.",,,5,5,1961,1965,7757221,0,0,0.0,4,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Eliopoulos, C. S.",,,5,5,1972,1976,7757221,0,0,0.0,0,0,2,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,48,unknown
"Stamatiadou, M. N.",,,5,5,1979,1986,7757221,0,0,0.0,3,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,41,unknown
"Baltopoulos, P.",,,5,5,1974,1981,7757221,0,0,0.0,0,0,1,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,46,unknown
"PAPAZOGLOU, O.",,,5,5,1962,1964,7757221,0,0,0.0,0,0,0,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,58,unknown
"Noussias, M.",,,5,5,1966,1975,7757221,0,0,0.0,1,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,54,unknown
"Lagarias, Constantinos",,,5,5,1981,1983,7757221,0,0,0.0,0,0,1,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,39,unknown
"Manolidis, L.",,,5,5,1961,1969,7757221,0,0,0.0,2,0,2,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,2,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Diamandi, A.",,,5,5,1973,1977,7757221,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Boulougouris, J.",,,5,5,1986,1986,7757221,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,34,unknown
"Manolakis, P.",,,5,5,1963,1993,7757221,0,0,0.0,1,0,2,0,4,0,0.0,0,,0,0,1.0,7786311,1,1,0.125,1,0,2,0,4,0,0.201383881215787,1,1.0,1,1,0,0,0,,,,,,,,,,,,1,57,unknown
"MOUTZOURIS, C.",,,5,5,1961,1963,7757221,0,0,0.0,0,0,0,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Efstathiou, K.",,,5,5,1973,1975,7757221,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Divaris, A.",,,5,5,1970,1983,7757221,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,50,unknown
"Kazas, I. S.",,,5,5,1972,1975,7757221,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,48,unknown
"Stavropoulos, A. C.",,,5,5,1964,1972,7757221,0,0,0.0,1,0,1,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,1,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,56,unknown
"Ligas, B.",,,5,5,1977,1985,7757221,0,0,0.0,2,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,43,unknown
"KOSTEAS, P.",,,5,5,1961,1964,7757221,0,0,0.0,0,0,3,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Agathos, D.",,,5,5,1978,1987,7757221,0,0,0.0,4,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,42,unknown
"Konomi, I.",,,5,5,1965,1967,7757221,0,0,0.0,3,0,4,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,4,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,55,unknown
"Michalopoulos, Ch",,,5,5,1973,1975,7757221,0,0,0.0,1,0,4,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,4,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Zachariadis, N.",,,5,5,1976,1987,7757221,0,0,0.0,1,0,3,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,3,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,44,unknown
"Douka, Th",,,5,5,1974,1979,7757221,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,46,unknown
"Sparros, L.",,,5,5,1966,1971,7757221,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,54,unknown
"Panagou, M.",,,5,5,1961,1970,7757221,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Karachalios, G. N.",,,5,5,1973,1977,7757221,0,0,0.0,4,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,47,unknown
"Anastasiades, A.",,,5,5,1964,1971,7757221,0,0,0.0,2,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,56,unknown
"Vossinakis, E.",,,5,5,1978,1981,7757221,0,0,0.0,0,0,1,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,42,unknown
"Demetriades, A. G.",,,5,5,1965,1980,7757221,0,0,0.0,3,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,55,unknown
"Zambiozis, E.",,,5,5,1974,1977,7757221,0,0,0.0,0,0,1,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,46,unknown
"Psimenos, G.",,,5,5,1974,1977,7757221,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,1,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,46,unknown
"LIGAS, A.",,,5,5,1964,1964,7757221,0,0,0.0,0,0,3,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,56,unknown
"Pipineli-Potamianou, A.",,,5,5,1968,1982,7757221,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,52,unknown
"Oikonomou, P. N.",,,5,5,1971,1981,7757221,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,49,unknown
"Vakalis, N.",,,5,5,1975,1979,7757221,0,0,0.0,1,0,2,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,2,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,45,unknown
"Yannatos, G.",,,3,5,1957,1972,7757221,0,0,0.0,3,0,4,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,3,0,4,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,63,unknown
"Militsa, K. N.",,,5,5,2009,2016,7757221,0,0,0.0,2,0,3,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,3,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,11,unknown
"Markopoulos, A.",,,5,5,1970,1972,7757221,0,0,0.0,1,0,2,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,2,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,50,unknown
"PETROPOULOS, P. C.",,,5,5,1963,1965,7757221,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,57,unknown
"Liani, M.",,,5,5,1968,1970,7757221,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,52,unknown
"Simopoulos, C.",,,5,5,1980,1989,7757221,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,40,unknown
"Protonotarios, P. N.",,,5,5,1963,1973,7757221,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,57,unknown
"Matsaridou, E.",,,5,5,1985,1989,7757221,0,0,0.0,0,0,2,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,2,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,35,unknown
"Pavlidis, T. P.",,,5,5,1976,1987,7757221,0,0,0.0,1,0,1,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,1,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,44,unknown
"Lika, J.",,,5,5,1961,1972,7757221,0,0,0.0,4,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"Chaconas, S. J.",,,5,5,1965,1971,7757221,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,55,unknown
"Tselikis, P.",,,5,5,1982,1983,7757221,0,0,0.0,1,0,3,0,4,0,0.0,0,,0,0,,7791251,0,0,0.0,1,0,3,0,4,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,38,unknown
"Patrikios, A.",,,5,5,1967,1977,7757221,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,2,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,53,unknown
"ANDROULAKAKIS, A.",,,3,5,1956,1962,7757221,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,64,unknown
"TASSOPOULOS, N. M.",,,5,5,1962,1965,7757221,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,1,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,58,unknown
"Tsaltas, G. K.",,,5,5,1969,1972,7757221,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,5,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,51,unknown
"KAKLAMANIS, F.",,,5,5,1960,1964,7757221,0,0,0.0,0,0,0,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,3,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,60,unknown
"Droukas, V.",,,5,5,1983,1990,7757221,0,0,0.0,2,0,3,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,2,0,3,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,37,unknown
"SKAMNAKIS, S. N.",,,5,5,1961,1965,7757221,0,0,0.0,4,0,5,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,4,0,5,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,59,unknown
"LOUKOPOULOS, D.",,,5,5,1962,1964,7757221,0,0,0.0,0,0,0,0,5,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,0,0,5,0,0.0,0,,0,0,0,0,0,,,,,,,,,,,,1,58,unknown
"Lappa, B.",,,5,5,1975,1981,7757221,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,,7791251,0,0,0.0,0,0,3,0,3,0,0.0,0,,0,0,4,4,0,,,,,,,,,,,,1,45,unknown
